"day","stat_type","p_value","significant","p_adjusted","significant_adjusted"
22,"skew",0.0592124471457849,FALSE,0.321438998791404,FALSE
23,"cv",0.484666834188599,FALSE,0.806249346341758,FALSE
23,"iqr",0.916144750271603,FALSE,0.96117840675687,FALSE
23,"kurt",0.723894325468152,FALSE,0.881238955983203,FALSE
23,"max",0.741100528845596,FALSE,0.782272780448129,FALSE
23,"mean",0.180503924216878,FALSE,0.380660777573497,FALSE
23,"median",0.399579488369812,FALSE,0.545063158226791,FALSE
23,"min",0.904676401898818,FALSE,0.984916786709057,FALSE
23,"sd",0.498567714003691,FALSE,0.823720570962619,FALSE
23,"skew",0.943548926707026,FALSE,0.943548926707026,FALSE
24,"cv",0.472427076728688,FALSE,0.806249346341758,FALSE
24,"iqr",0.413756675711703,FALSE,0.92501795876397,FALSE
24,"kurt",0.332029257582694,FALSE,0.787433638122596,FALSE
24,"max",0.304491762667223,FALSE,0.578534349067724,FALSE
24,"mean",0.0685836257016224,FALSE,0.303713138702606,FALSE
24,"median",0.0615457575410813,FALSE,0.212612616960099,FALSE
24,"min",0.696661907744003,FALSE,0.980487129417486,FALSE
24,"sd",0.480407562169576,FALSE,0.823720570962619,FALSE
24,"skew",0.260719917159648,FALSE,0.707668346576187,FALSE
25,"cv",0.185693099354248,FALSE,0.741578878899051,FALSE
25,"iqr",0.173828076029375,FALSE,0.92501795876397,FALSE
25,"kurt",0.104807836094617,FALSE,0.691008394953964,FALSE
25,"max",0.300696839654329,FALSE,0.578534349067724,FALSE
25,"mean",0.023223191784761,TRUE,0.294160429273639,FALSE
25,"median",0.143740096843893,FALSE,0.341573658236561,FALSE
25,"min",0.262019537536128,FALSE,0.599203350638949,FALSE
25,"sd",0.192343968489577,FALSE,0.762966567191472,FALSE
25,"skew",0.139327030134699,FALSE,0.441202262093212,FALSE
26,"cv",0.585506428323074,FALSE,0.869550086878268,FALSE
26,"iqr",0.627178427335867,FALSE,0.92501795876397,FALSE
26,"kurt",0.705936124665759,FALSE,0.881238955983203,FALSE
26,"max",0.122045038958872,FALSE,0.559369057912493,FALSE
26,"mean",0.0513438262253511,FALSE,0.303713138702606,FALSE
26,"median",0.149316601386745,FALSE,0.341573658236561,FALSE
26,"min",0.938580827639929,FALSE,0.984916786709057,FALSE
26,"sd",0.607529458619168,FALSE,0.855041460278829,FALSE
26,"skew",0.878121156221536,FALSE,0.914820670813338,FALSE
27,"cv",0.802283015632036,FALSE,0.901222082926891,FALSE
27,"iqr",0.489247119426899,FALSE,0.92501795876397,FALSE
27,"kurt",0.152535224257589,FALSE,0.691008394953964,FALSE
27,"max",0.0307417366097094,TRUE,0.559369057912493,FALSE
27,"mean",0.16487496995327,FALSE,0.380660777573497,FALSE
27,"median",0.139198772389205,FALSE,0.341573658236561,FALSE
